ym:pv:watchID,ym:pv:URL,ym:pv:dateTime,version
2.622780799592432e+18,https://priem.mai.ru/bachelor/programs/item/index.php?id=105314,2022-05-15 22:11:54,v1
2.6230326082960097e+18,https://priem.mai.ru/bachelor/min-points/,2022-05-15 22:27:54,v1
2.6224657694266496e+18,https://priem.mai.ru/,2022-05-15 21:51:49,v1
2.62246508519542e+18,https://priem.mai.ru/bachelor/special-purpose/#offers,2022-05-15 21:51:50,v1
2.622465456408101e+18,https://priem.mai.ru/bachelor/tests/#past,2022-05-15 21:51:51,v1
2.622465374606852e+18,https://priem.mai.ru/bachelor/programs/,2022-05-15 21:51:51,v1
2.6224691558565806e+18,https://priem.mai.ru/bachelor/special-purpose/#offers,2022-05-15 21:52:05,v1
2.622469287767704e+18,https://priem.mai.ru/,2022-05-15 21:52:06,v1
2.622469287205405e+18,https://priem.mai.ru/bachelor/programs/,2022-05-15 21:52:06,v1
2.624433260237947e+18,https://priem.mai.ru/preduniversariy/,2022-05-15 23:56:57,v1
2.6244372876123177e+18,https://priem.mai.ru/preduniversariy/,2022-05-15 23:57:13,v1
2.622789409605157e+18,https://priem.mai.ru/news/item.php?id=163975,2022-05-15 22:12:27,v1
2.622793338655867e+18,https://priem.mai.ru/news/item.php?id=163975,2022-05-15 22:12:42,v1
7.063361936877421e+18,https://dzen.ru/a/Y3MxjrkIImguxC3x,2022-11-27 23:36:27,v1
7.063361936249324e+18,https://dzen.ru/a/Y3MxjrkIImguxC3x,2022-11-27 23:36:27,v1
7.06336582719216e+18,https://dzen.ru/a/Y3MxjrkIImguxC3x,2022-11-27 23:36:42,v1
2.775011234365571e+18,https://priem.mai.ru/bachelor/programs/,2022-05-22 15:30:27,v1
2.77501516676255e+18,https://priem.mai.ru/bachelor/programs/,2022-05-22 15:30:42,v1
2.775126637293601e+18,https://priem.mai.ru/bachelor/programs/,2022-05-22 15:37:47,v1
2.7751268104939766e+18,https://lk.mai.ru/,2022-05-22 15:37:48,v1
2.781778290375394e+18,https://priem.mai.ru/,2022-05-22 22:40:42,v1
2.781780277367669e+18,https://youtube.com/watch?v=ZKlF6TTi-9g,2022-05-22 22:40:49,v1
2.781782223200453e+18,https://priem.mai.ru/,2022-05-22 22:40:57,v1
2.781793109047509e+18,https://priem.mai.ru/bachelor/special-purpose/#videos,2022-05-22 22:41:38,v1
2.781802717471048e+18,https://priem.mai.ru/bachelor/special-purpose/#videos,2022-05-22 22:42:15,v1
2.7818066471619133e+18,https://priem.mai.ru/bachelor/special-purpose/#videos,2022-05-22 22:42:30,v1
2.7818086630031365e+18,https://lk.mai.ru/,2022-05-22 22:42:37,v1
2.777884549919277e+18,https://priem.mai.ru/news/item.php?WEB_FORM_ID=159&RESULT_ID=189740&formresult=addok&id=162829&mobile=Y,2022-05-22 18:33:08,v1
2.777888483502195e+18,https://priem.mai.ru/news/item.php?WEB_FORM_ID=159&RESULT_ID=189740&formresult=addok&id=162829&mobile=Y,2022-05-22 18:33:23,v1
2.77397659989495e+18,https://priem.mai.ru/news/item.php?WEB_FORM_ID=167&RESULT_ID=197508&formresult=addok&id=165764&mobile=Y,2022-05-22 14:24:40,v1
2.7739806119666647e+18,https://priem.mai.ru/news/item.php?WEB_FORM_ID=167&RESULT_ID=197508&formresult=addok&id=165764&mobile=Y,2022-05-22 14:24:56,v1
2.774721107940606e+18,https://priem.mai.ru/orders/testing/raspisanie-ekzamenov/,2022-05-22 15:12:01,v1
1.802648813005203e+19,https://priem.mai.ru/,2022-01-01 13:40:50,v1
1.8026492068104763e+19,https://priem.mai.ru/,2022-01-01 13:41:05,v1
1.8026511158617047e+19,https://priem.mai.ru/bachelor/programs/,2022-01-01 13:42:18,v1
1.8028332293428349e+19,https://priem.mai.ru/master/programs/item/index.php?id=91740,2022-01-01 15:38:05,v1
1.8028336256189465e+19,https://priem.mai.ru/master/programs/item/index.php?id=91740,2022-01-01 15:38:20,v1
1.8031675958968447e+19,https://priem.mai.ru/bachelor/programs/item/index.php?id=102899,2022-01-01 19:10:39,v1
1.8031680131446344e+19,https://priem.mai.ru/bachelor/programs/item/index.php?id=102899,2022-01-01 19:10:56,v1
1.8031729951852984e+19,https://priem.mai.ru/bachelor/deadlines/,2022-01-01 19:14:06,v1
1.803047578025381e+19,https://priem.mai.ru/bachelor/programs/,2022-01-01 17:54:22,v1
1.8030479692533332e+19,https://priem.mai.ru/bachelor/programs/,2022-01-01 17:54:37,v1
1.8030519640639144e+19,https://priem.mai.ru/orders/programs/,2022-01-01 17:57:09,v1
1.8030524554427496e+19,https://priem.mai.ru/bachelor/tests/,2022-01-01 17:57:27,v1
1.8030525088645515e+19,https://priem.mai.ru/orders/programs/,2022-01-01 17:57:30,v1
1.8030529112119443e+19,https://priem.mai.ru/bachelor/tests/,2022-01-01 17:57:45,v1
1.80305768541242e+19,https://priem.mai.ru/orders/testing/,2022-01-01 18:00:48,v1
1.8030581701574656e+19,https://priem.mai.ru/orders/programs/,2022-01-01 18:01:06,v1
1.8030586531561863e+19,https://priem.mai.ru/orders/contest-winners/,2022-01-01 18:01:24,v1
1.8030590481663525e+19,https://priem.mai.ru/orders/contest-winners/,2022-01-01 18:01:40,v1
